id,description,url
SDL_ACQUIRE,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_ACQUIRE
SDL_ACQUIRED_AFTER,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_ACQUIRED_AFTER
SDL_ACQUIRED_BEFORE,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_ACQUIRED_BEFORE
SDL_ACQUIRE_SHARED,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_ACQUIRE_SHARED
SDL_ALIGNED,"A macro to specify data alignment.
",https://wiki.libsdl.org/SDL3/SDL_ALIGNED
SDL_ALLOC_SIZE,"A macro to tag a function as returning a certain allocation.
",https://wiki.libsdl.org/SDL3/SDL_ALLOC_SIZE
SDL_ALPHA_OPAQUE,"A fully opaque 8-bit alpha value.
",https://wiki.libsdl.org/SDL3/SDL_ALPHA_OPAQUE
SDL_ALPHA_OPAQUE_FLOAT,"A fully opaque floating point alpha value.
",https://wiki.libsdl.org/SDL3/SDL_ALPHA_OPAQUE_FLOAT
SDL_ALPHA_TRANSPARENT,"A fully transparent 8-bit alpha value.
",https://wiki.libsdl.org/SDL3/SDL_ALPHA_TRANSPARENT
SDL_ALPHA_TRANSPARENT_FLOAT,"A fully transparent floating point alpha value.
",https://wiki.libsdl.org/SDL3/SDL_ALPHA_TRANSPARENT_FLOAT
SDL_ALTIVEC_INTRINSICS,"Defined if (and only if) the compiler supports PowerPC Altivec intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_ALTIVEC_INTRINSICS
SDL_ANALYZER_NORETURN,"A macro to tag a function as never-returning (for analysis purposes).
",https://wiki.libsdl.org/SDL3/SDL_ANALYZER_NORETURN
SDL_ANDROID_EXTERNAL_STORAGE_READ,"See the official Android developer guide for more information: http://developer.android.com/guide/topics/data/data-storage.html
",https://wiki.libsdl.org/SDL3/SDL_ANDROID_EXTERNAL_STORAGE_READ
SDL_ANDROID_EXTERNAL_STORAGE_WRITE,"See the official Android developer guide for more information: http://developer.android.com/guide/topics/data/data-storage.html
",https://wiki.libsdl.org/SDL3/SDL_ANDROID_EXTERNAL_STORAGE_WRITE
SDL_ASSERT_CAPABILITY,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_ASSERT_CAPABILITY
SDL_ASSERT_FILE,"A macro that reports the current file being compiled, for use in assertions.
",https://wiki.libsdl.org/SDL3/SDL_ASSERT_FILE
SDL_ASSERT_LEVEL,"The level of assertion aggressiveness.
",https://wiki.libsdl.org/SDL3/SDL_ASSERT_LEVEL
SDL_ASSERT_SHARED_CAPABILITY,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_ASSERT_SHARED_CAPABILITY
SDL_AUDIO_BITSIZE,"Retrieve the size, in bits, from an [SDL_AudioFormat](SDL_AudioFormat).
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_BITSIZE
SDL_AUDIO_BYTESIZE,"Retrieve the size, in bytes, from an [SDL_AudioFormat](SDL_AudioFormat).
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_BYTESIZE
SDL_AUDIO_DEVICE_DEFAULT_PLAYBACK,"A value used to request a default playback audio device.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_DEVICE_DEFAULT_PLAYBACK
SDL_AUDIO_DEVICE_DEFAULT_RECORDING,"A value used to request a default recording audio device.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_DEVICE_DEFAULT_RECORDING
SDL_AUDIO_FRAMESIZE,"Calculate the size of each audio frame (in bytes) from an [SDL_AudioSpec](SDL_AudioSpec).
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_FRAMESIZE
SDL_AUDIO_ISBIGENDIAN,"Determine if an [SDL_AudioFormat](SDL_AudioFormat) represents bigendian data.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_ISBIGENDIAN
SDL_AUDIO_ISFLOAT,"Determine if an [SDL_AudioFormat](SDL_AudioFormat) represents floating point data.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_ISFLOAT
SDL_AUDIO_ISINT,"Determine if an [SDL_AudioFormat](SDL_AudioFormat) represents integer data.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_ISINT
SDL_AUDIO_ISLITTLEENDIAN,"Determine if an [SDL_AudioFormat](SDL_AudioFormat) represents littleendian data.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_ISLITTLEENDIAN
SDL_AUDIO_ISSIGNED,"Determine if an [SDL_AudioFormat](SDL_AudioFormat) represents signed data.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_ISSIGNED
SDL_AUDIO_ISUNSIGNED,"Determine if an [SDL_AudioFormat](SDL_AudioFormat) represents unsigned data.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_ISUNSIGNED
SDL_AUDIO_MASK_BIG_ENDIAN,"Mask of bits in an [SDL_AudioFormat](SDL_AudioFormat) that contain the bigendian flag.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_MASK_BIG_ENDIAN
SDL_AUDIO_MASK_BITSIZE,"Mask of bits in an [SDL_AudioFormat](SDL_AudioFormat) that contains the format bit size.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_MASK_BITSIZE
SDL_AUDIO_MASK_FLOAT,"Mask of bits in an [SDL_AudioFormat](SDL_AudioFormat) that contain the floating point flag.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_MASK_FLOAT
SDL_AUDIO_MASK_SIGNED,"Mask of bits in an [SDL_AudioFormat](SDL_AudioFormat) that contain the signed data flag.
",https://wiki.libsdl.org/SDL3/SDL_AUDIO_MASK_SIGNED
SDL_AVX2_INTRINSICS,"Defined if (and only if) the compiler supports Intel AVX2 intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_AVX2_INTRINSICS
SDL_AVX512F_INTRINSICS,"Defined if (and only if) the compiler supports Intel AVX-512F intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_AVX512F_INTRINSICS
SDL_AVX_INTRINSICS,"Defined if (and only if) the compiler supports Intel AVX intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_AVX_INTRINSICS
SDL_AcquireCameraFrame,"Acquire a frame.
",https://wiki.libsdl.org/SDL3/SDL_AcquireCameraFrame
SDL_AcquireGPUCommandBuffer,"Acquire a command buffer.
",https://wiki.libsdl.org/SDL3/SDL_AcquireGPUCommandBuffer
SDL_AcquireGPUSwapchainTexture,"Acquire a texture to use in presentation.
",https://wiki.libsdl.org/SDL3/SDL_AcquireGPUSwapchainTexture
SDL_AddAtomicInt,"Add to an atomic variable.
",https://wiki.libsdl.org/SDL3/SDL_AddAtomicInt
SDL_AddAtomicU32,"Add to an atomic variable.
",https://wiki.libsdl.org/SDL3/SDL_AddAtomicU32
SDL_AddEventWatch,"Add a callback to be triggered when an event is added to the event queue.
",https://wiki.libsdl.org/SDL3/SDL_AddEventWatch
SDL_AddGamepadMapping,"Add support for gamepads that SDL is unaware of or change the binding of an existing gamepad.
",https://wiki.libsdl.org/SDL3/SDL_AddGamepadMapping
SDL_AddGamepadMappingsFromFile,"Load a set of gamepad mappings from a file.
",https://wiki.libsdl.org/SDL3/SDL_AddGamepadMappingsFromFile
SDL_AddGamepadMappingsFromIO,"Load a set of gamepad mappings from an [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_AddGamepadMappingsFromIO
SDL_AddHintCallback,"Add a function to watch a particular hint.
",https://wiki.libsdl.org/SDL3/SDL_AddHintCallback
SDL_AddSurfaceAlternateImage,"Add an alternate version of a surface.
",https://wiki.libsdl.org/SDL3/SDL_AddSurfaceAlternateImage
SDL_AddTimer,"Call a callback function at a future time.
",https://wiki.libsdl.org/SDL3/SDL_AddTimer
SDL_AddTimerNS,"Call a callback function at a future time.
",https://wiki.libsdl.org/SDL3/SDL_AddTimerNS
SDL_AddVulkanRenderSemaphores,"Add a set of synchronization semaphores for the current frame.
",https://wiki.libsdl.org/SDL3/SDL_AddVulkanRenderSemaphores
SDL_AppEvent,"App-implemented event entry point for [SDL_MAIN_USE_CALLBACKS](SDL_MAIN_USE_CALLBACKS) apps.
",https://wiki.libsdl.org/SDL3/SDL_AppEvent
SDL_AppEvent_func,"Function pointer typedef for [SDL_AppEvent](SDL_AppEvent).
",https://wiki.libsdl.org/SDL3/SDL_AppEvent_func
SDL_AppInit,"App-implemented initial entry point for [SDL_MAIN_USE_CALLBACKS](SDL_MAIN_USE_CALLBACKS) apps.
",https://wiki.libsdl.org/SDL3/SDL_AppInit
SDL_AppInit_func,"Function pointer typedef for [SDL_AppInit](SDL_AppInit).
",https://wiki.libsdl.org/SDL3/SDL_AppInit_func
SDL_AppIterate,"App-implemented iteration entry point for [SDL_MAIN_USE_CALLBACKS](SDL_MAIN_USE_CALLBACKS) apps.
",https://wiki.libsdl.org/SDL3/SDL_AppIterate
SDL_AppIterate_func,"Function pointer typedef for [SDL_AppIterate](SDL_AppIterate).
",https://wiki.libsdl.org/SDL3/SDL_AppIterate_func
SDL_AppQuit,"App-implemented deinit entry point for [SDL_MAIN_USE_CALLBACKS](SDL_MAIN_USE_CALLBACKS) apps.
",https://wiki.libsdl.org/SDL3/SDL_AppQuit
SDL_AppQuit_func,"Function pointer typedef for [SDL_AppQuit](SDL_AppQuit).
",https://wiki.libsdl.org/SDL3/SDL_AppQuit_func
SDL_APP_CONTINUE,Value that requests that the app continue from the main callbacks.,https://wiki.libsdl.org/SDL3/SDL_AppResult
SDL_APP_SUCCESS,Value that requests termination with success from the main callbacks.,https://wiki.libsdl.org/SDL3/SDL_AppResult
SDL_APP_FAILURE,Value that requests termination with error from the main callbacks.,https://wiki.libsdl.org/SDL3/SDL_AppResult
SDL_AppResult,"Return values for optional main callbacks.
",https://wiki.libsdl.org/SDL3/SDL_AppResult
SDL_ArrayOrder,"Array component order, low byte -> high byte.
",https://wiki.libsdl.org/SDL3/SDL_ArrayOrder
SDL_AssertBreakpoint,"The macro used when an assertion triggers a breakpoint.
",https://wiki.libsdl.org/SDL3/SDL_AssertBreakpoint
SDL_AssertData.0,true if app should always continue when assertion is triggered.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData.1,Number of times this assertion has been triggered.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData.2,A string of this assert's test code.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData.3,The source file where this assert lives.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData.4,The line in `filename` where this assert lives.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData.5,The name of the function where this assert lives.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData.6,next item in the linked list.,https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_AssertData,"Information about an assertion failure.
",https://wiki.libsdl.org/SDL3/SDL_AssertData
SDL_ASSERTION_RETRY,Retry the assert immediately.,https://wiki.libsdl.org/SDL3/SDL_AssertState
SDL_ASSERTION_BREAK,Make the debugger trigger a breakpoint.,https://wiki.libsdl.org/SDL3/SDL_AssertState
SDL_ASSERTION_ABORT,Terminate the program.,https://wiki.libsdl.org/SDL3/SDL_AssertState
SDL_ASSERTION_IGNORE,Ignore the assert.,https://wiki.libsdl.org/SDL3/SDL_AssertState
SDL_ASSERTION_ALWAYS_IGNORE,Ignore the assert from now on.,https://wiki.libsdl.org/SDL3/SDL_AssertState
SDL_AssertState,"Possible outcomes from a triggered assertion.
",https://wiki.libsdl.org/SDL3/SDL_AssertState
SDL_AssertionHandler,"A callback that fires when an SDL assertion fails.
",https://wiki.libsdl.org/SDL3/SDL_AssertionHandler
SDL_AsyncIO,"The asynchronous I/O operation structure.
",https://wiki.libsdl.org/SDL3/SDL_AsyncIO
SDL_AsyncIOFromFile,"Use this function to create a new [SDL_AsyncIO](SDL_AsyncIO) object for reading from and/or writing to a named file.
",https://wiki.libsdl.org/SDL3/SDL_AsyncIOFromFile
SDL_AsyncIOOutcome.0,what generated this task. This pointer will be invalid if it was closed!,https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.1,"What sort of task was this? Read, write, etc?",https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.2,"the result of the work (success, failure, cancellation).",https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.3,buffer where data was read/written.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.4,offset in the SDL_AsyncIO where data was read/written.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.5,number of bytes the task was to read/write.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.6,actual number of bytes that were read/written.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome.7,pointer provided by the app when starting the task,https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOOutcome,"Information about a completed asynchronous I/O request.
",https://wiki.libsdl.org/SDL3/SDL_AsyncIOOutcome
SDL_AsyncIOQueue,"A queue of completed asynchronous I/O tasks.
",https://wiki.libsdl.org/SDL3/SDL_AsyncIOQueue
SDL_ASYNCIO_COMPLETE,request was completed without error,https://wiki.libsdl.org/SDL3/SDL_AsyncIOResult
SDL_ASYNCIO_FAILURE,request failed for some reason; check SDL_GetError()!,https://wiki.libsdl.org/SDL3/SDL_AsyncIOResult
SDL_ASYNCIO_CANCELED,request was canceled before completing.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOResult
SDL_AsyncIOResult,"Possible outcomes of an asynchronous I/O task.
",https://wiki.libsdl.org/SDL3/SDL_AsyncIOResult
SDL_ASYNCIO_TASK_READ,A read operation.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOTaskType
SDL_ASYNCIO_TASK_WRITE,A write operation.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOTaskType
SDL_ASYNCIO_TASK_CLOSE,A close operation.,https://wiki.libsdl.org/SDL3/SDL_AsyncIOTaskType
SDL_AsyncIOTaskType,"Types of asynchronous I/O tasks.
",https://wiki.libsdl.org/SDL3/SDL_AsyncIOTaskType
SDL_AtomicDecRef,"Decrement an atomic variable used as a reference count.
",https://wiki.libsdl.org/SDL3/SDL_AtomicDecRef
SDL_AtomicIncRef,"Increment an atomic variable used as a reference count.
",https://wiki.libsdl.org/SDL3/SDL_AtomicIncRef
SDL_AtomicInt,"A type representing an atomic integer value.
",https://wiki.libsdl.org/SDL3/SDL_AtomicInt
SDL_AtomicU32,"A type representing an atomic unsigned 32-bit value.
",https://wiki.libsdl.org/SDL3/SDL_AtomicU32
SDL_AttachVirtualJoystick,"Attach a new virtual joystick.
",https://wiki.libsdl.org/SDL3/SDL_AttachVirtualJoystick
SDL_AudioDeviceEvent.0,"SDL_EVENT_AUDIO_DEVICE_ADDED, or SDL_EVENT_AUDIO_DEVICE_REMOVED, or SDL_EVENT_AUDIO_DEVICE_FORMAT_CHANGED",https://wiki.libsdl.org/SDL3/SDL_AudioDeviceEvent
SDL_AudioDeviceEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_AudioDeviceEvent
SDL_AudioDeviceEvent.3,SDL_AudioDeviceID for the device being added or removed or changing,https://wiki.libsdl.org/SDL3/SDL_AudioDeviceEvent
SDL_AudioDeviceEvent.4,"false if a playback device, true if a recording device.",https://wiki.libsdl.org/SDL3/SDL_AudioDeviceEvent
SDL_AudioDeviceEvent,"Audio device event structure (event.adevice.*)
",https://wiki.libsdl.org/SDL3/SDL_AudioDeviceEvent
SDL_AudioDeviceID,"SDL Audio Device instance IDs.
",https://wiki.libsdl.org/SDL3/SDL_AudioDeviceID
SDL_AudioDevicePaused,"Use this function to query if an audio device is paused.
",https://wiki.libsdl.org/SDL3/SDL_AudioDevicePaused
SDL_AUDIO_UNKNOWN,Unspecified audio format,https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_U8,Unsigned 8-bit samples,https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_S8,Signed 8-bit samples,https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_S16LE,Signed 16-bit samples,https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_S16BE,"As above, but big-endian byte order",https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_S32LE,32-bit integer samples,https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_S32BE,"As above, but big-endian byte order",https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_F32LE,32-bit floating point samples,https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AUDIO_F32BE,"As above, but big-endian byte order",https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AudioFormat,"Audio format.
",https://wiki.libsdl.org/SDL3/SDL_AudioFormat
SDL_AudioPostmixCallback,"A callback that fires when data is about to be fed to an audio device.
",https://wiki.libsdl.org/SDL3/SDL_AudioPostmixCallback
SDL_AudioSpec.0,Audio data format,https://wiki.libsdl.org/SDL3/SDL_AudioSpec
SDL_AudioSpec.1,"Number of channels: 1 mono, 2 stereo, etc",https://wiki.libsdl.org/SDL3/SDL_AudioSpec
SDL_AudioSpec.2,sample rate: sample frames per second,https://wiki.libsdl.org/SDL3/SDL_AudioSpec
SDL_AudioSpec,"Format specifier for audio data.
",https://wiki.libsdl.org/SDL3/SDL_AudioSpec
SDL_AudioStream,"The opaque handle that represents an audio stream.
",https://wiki.libsdl.org/SDL3/SDL_AudioStream
SDL_AudioStreamCallback,"A callback that fires when data passes through an [SDL_AudioStream](SDL_AudioStream).
",https://wiki.libsdl.org/SDL3/SDL_AudioStreamCallback
SDL_AudioStreamDataCompleteCallback,"A callback that fires for completed [SDL_PutAudioStreamDataNoCopy](SDL_PutAudioStreamDataNoCopy)() data.
",https://wiki.libsdl.org/SDL3/SDL_AudioStreamDataCompleteCallback
SDL_AudioStreamDevicePaused,"Use this function to query if an audio device associated with a stream is paused.
",https://wiki.libsdl.org/SDL3/SDL_AudioStreamDevicePaused
SDL_BIG_ENDIAN,"A value to represent bigendian byteorder.
",https://wiki.libsdl.org/SDL3/SDL_BIG_ENDIAN
SDL_BITSPERPIXEL,"A macro to determine an [SDL_PixelFormat](SDL_PixelFormat)'s bits per pixel.
",https://wiki.libsdl.org/SDL3/SDL_BITSPERPIXEL
SDL_BYTEORDER,"A macro that reports the target system's byte order.
",https://wiki.libsdl.org/SDL3/SDL_BYTEORDER
SDL_BYTESPERPIXEL,"A macro to determine an [SDL_PixelFormat](SDL_PixelFormat)'s bytes per pixel.
",https://wiki.libsdl.org/SDL3/SDL_BYTESPERPIXEL
SDL_BeginGPUComputePass,"Begins a compute pass on a command buffer.
",https://wiki.libsdl.org/SDL3/SDL_BeginGPUComputePass
SDL_BeginGPUCopyPass,"Begins a copy pass on a command buffer.
",https://wiki.libsdl.org/SDL3/SDL_BeginGPUCopyPass
SDL_BeginGPURenderPass,"Begins a render pass on a command buffer.
",https://wiki.libsdl.org/SDL3/SDL_BeginGPURenderPass
SDL_BindAudioStream,"Bind a single audio stream to an audio device.
",https://wiki.libsdl.org/SDL3/SDL_BindAudioStream
SDL_BindAudioStreams,"Bind a list of audio streams to an audio device.
",https://wiki.libsdl.org/SDL3/SDL_BindAudioStreams
SDL_BindGPUComputePipeline,"Binds a compute pipeline on a command buffer for use in compute dispatch.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUComputePipeline
SDL_BindGPUComputeSamplers,"Binds texture-sampler pairs for use on the compute shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUComputeSamplers
SDL_BindGPUComputeStorageBuffers,"Binds storage buffers as readonly for use on the compute pipeline.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUComputeStorageBuffers
SDL_BindGPUComputeStorageTextures,"Binds storage textures as readonly for use on the compute pipeline.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUComputeStorageTextures
SDL_BindGPUFragmentSamplers,"Binds texture-sampler pairs for use on the fragment shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUFragmentSamplers
SDL_BindGPUFragmentStorageBuffers,"Binds storage buffers for use on the fragment shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUFragmentStorageBuffers
SDL_BindGPUFragmentStorageTextures,"Binds storage textures for use on the fragment shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUFragmentStorageTextures
SDL_BindGPUGraphicsPipeline,"Binds a graphics pipeline on a render pass to be used in rendering.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUGraphicsPipeline
SDL_BindGPUIndexBuffer,"Binds an index buffer on a command buffer for use with subsequent draw calls.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUIndexBuffer
SDL_BindGPUVertexBuffers,"Binds vertex buffers on a command buffer for use with subsequent draw calls.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUVertexBuffers
SDL_BindGPUVertexSamplers,"Binds texture-sampler pairs for use on the vertex shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUVertexSamplers
SDL_BindGPUVertexStorageBuffers,"Binds storage buffers for use on the vertex shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUVertexStorageBuffers
SDL_BindGPUVertexStorageTextures,"Binds storage textures for use on the vertex shader.
",https://wiki.libsdl.org/SDL3/SDL_BindGPUVertexStorageTextures
SDL_BitmapOrder,"Bitmap pixel order, high bit -> low bit.
",https://wiki.libsdl.org/SDL3/SDL_BitmapOrder
SDL_BLENDFACTOR_ZERO,"0, 0, 0, 0",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_ONE,"1, 1, 1, 1",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_SRC_COLOR,"srcR, srcG, srcB, srcA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_ONE_MINUS_SRC_COLOR,"1-srcR, 1-srcG, 1-srcB, 1-srcA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_SRC_ALPHA,"srcA, srcA, srcA, srcA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_ONE_MINUS_SRC_ALPHA,"1-srcA, 1-srcA, 1-srcA, 1-srcA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_DST_COLOR,"dstR, dstG, dstB, dstA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_ONE_MINUS_DST_COLOR,"1-dstR, 1-dstG, 1-dstB, 1-dstA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_DST_ALPHA,"dstA, dstA, dstA, dstA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BLENDFACTOR_ONE_MINUS_DST_ALPHA,"1-dstA, 1-dstA, 1-dstA, 1-dstA",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BlendFactor,"The normalized factor used to multiply pixel components.
",https://wiki.libsdl.org/SDL3/SDL_BlendFactor
SDL_BlendMode,"A set of blend modes used in drawing operations.
",https://wiki.libsdl.org/SDL3/SDL_BlendMode
SDL_BLENDOPERATION_ADD,dst + src: supported by all renderers,https://wiki.libsdl.org/SDL3/SDL_BlendOperation
SDL_BLENDOPERATION_SUBTRACT,"src - dst : supported by D3D, OpenGL, OpenGLES, and Vulkan",https://wiki.libsdl.org/SDL3/SDL_BlendOperation
SDL_BLENDOPERATION_REV_SUBTRACT,"dst - src : supported by D3D, OpenGL, OpenGLES, and Vulkan",https://wiki.libsdl.org/SDL3/SDL_BlendOperation
SDL_BLENDOPERATION_MINIMUM,"min(dst, src) : supported by D3D, OpenGL, OpenGLES, and Vulkan",https://wiki.libsdl.org/SDL3/SDL_BlendOperation
SDL_BLENDOPERATION_MAXIMUM,"max(dst, src) : supported by D3D, OpenGL, OpenGLES, and Vulkan",https://wiki.libsdl.org/SDL3/SDL_BlendOperation
SDL_BlendOperation,"The blend operation used when combining source and destination pixel components.
",https://wiki.libsdl.org/SDL3/SDL_BlendOperation
SDL_BlitGPUTexture,"Blits from a source texture region to a destination texture region.
",https://wiki.libsdl.org/SDL3/SDL_BlitGPUTexture
SDL_BlitSurface,"Performs a fast blit from the source surface to the destination surface with clipping.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurface
SDL_BlitSurface9Grid,"Perform a scaled blit using the 9-grid algorithm to a destination surface, which may be of a different format.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurface9Grid
SDL_BlitSurfaceScaled,"Perform a scaled blit to a destination surface, which may be of a different format.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurfaceScaled
SDL_BlitSurfaceTiled,"Perform a tiled blit to a destination surface, which may be of a different format.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurfaceTiled
SDL_BlitSurfaceTiledWithScale,"Perform a scaled and tiled blit to a destination surface, which may be of a different format.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurfaceTiledWithScale
SDL_BlitSurfaceUnchecked,"Perform low-level surface blitting only.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurfaceUnchecked
SDL_BlitSurfaceUncheckedScaled,"Perform low-level surface scaled blitting only.
",https://wiki.libsdl.org/SDL3/SDL_BlitSurfaceUncheckedScaled
SDL_BroadcastCondition,"Restart all threads that are waiting on the condition variable.
",https://wiki.libsdl.org/SDL3/SDL_BroadcastCondition
SDL_CACHELINE_SIZE,"A guess for the cacheline size used for padding.
",https://wiki.libsdl.org/SDL3/SDL_CACHELINE_SIZE
SDL_CAPABILITY,"Wrapper around Clang thread safety analysis annotations.
",https://wiki.libsdl.org/SDL3/SDL_CAPABILITY
SDL_COLORSPACECHROMA,"A macro to retrieve the chroma sample location of an [SDL_Colorspace](SDL_Colorspace).
",https://wiki.libsdl.org/SDL3/SDL_COLORSPACECHROMA
SDL_COLORSPACEMATRIX,"A macro to retrieve the matrix coefficients of an [SDL_Colorspace](SDL_Colorspace).
",https://wiki.libsdl.org/SDL3/SDL_COLORSPACEMATRIX
SDL_COLORSPACEPRIMARIES,"A macro to retrieve the primaries of an [SDL_Colorspace](SDL_Colorspace).
",https://wiki.libsdl.org/SDL3/SDL_COLORSPACEPRIMARIES
SDL_COLORSPACERANGE,"A macro to retrieve the range of an [SDL_Colorspace](SDL_Colorspace).
",https://wiki.libsdl.org/SDL3/SDL_COLORSPACERANGE
SDL_COLORSPACETRANSFER,"A macro to retrieve the transfer characteristics of an [SDL_Colorspace](SDL_Colorspace).
",https://wiki.libsdl.org/SDL3/SDL_COLORSPACETRANSFER
SDL_COLORSPACETYPE,"A macro to retrieve the type of an [SDL_Colorspace](SDL_Colorspace).
",https://wiki.libsdl.org/SDL3/SDL_COLORSPACETYPE
SDL_COMPILE_TIME_ASSERT,"A compile-time assertion.
",https://wiki.libsdl.org/SDL3/SDL_COMPILE_TIME_ASSERT
SDL_CPUPauseInstruction,"A macro to insert a CPU-specific ""pause"" instruction into the program.
",https://wiki.libsdl.org/SDL3/SDL_CPUPauseInstruction
SDL_CalculateGPUTextureFormatSize,"Calculate the size in bytes of a texture format with dimensions.
",https://wiki.libsdl.org/SDL3/SDL_CalculateGPUTextureFormatSize
SDL_Camera,"The opaque structure used to identify an opened SDL camera.
",https://wiki.libsdl.org/SDL3/SDL_Camera
