id,description,url
SDL_HITTEST_RESIZE_TOPLEFT,Region is the resizable top-left corner border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_TOP,Region is the resizable top border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_TOPRIGHT,Region is the resizable top-right corner border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_RIGHT,Region is the resizable right border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_BOTTOMRIGHT,Region is the resizable bottom-right corner border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_BOTTOM,Region is the resizable bottom border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_BOTTOMLEFT,Region is the resizable bottom-left corner border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HITTEST_RESIZE_LEFT,Region is the resizable left border.,https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_HitTestResult,"Possible return values from the [SDL_HitTest](SDL_HitTest) callback.
",https://wiki.libsdl.org/SDL3/SDL_HitTestResult
SDL_INIT_INTERFACE,"A macro to initialize an SDL interface.
",https://wiki.libsdl.org/SDL3/SDL_INIT_INTERFACE
SDL_INLINE,"A macro to request a function be inlined.
",https://wiki.libsdl.org/SDL3/SDL_INLINE
SDL_INOUT_Z_CAP,"Macro that annotates function params with input/output string buffer size.
",https://wiki.libsdl.org/SDL3/SDL_INOUT_Z_CAP
SDL_INVALID_UNICODE_CODEPOINT,"The Unicode REPLACEMENT CHARACTER codepoint.
",https://wiki.libsdl.org/SDL3/SDL_INVALID_UNICODE_CODEPOINT
SDL_IN_BYTECAP,"Macro that annotates function params with input buffer size.
",https://wiki.libsdl.org/SDL3/SDL_IN_BYTECAP
SDL_IOFromConstMem,"Use this function to prepare a read-only memory buffer for use with [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_IOFromConstMem
SDL_IOFromDynamicMem,"Use this function to create an [SDL_IOStream](SDL_IOStream) that is backed by dynamically allocated memory.
",https://wiki.libsdl.org/SDL3/SDL_IOFromDynamicMem
SDL_IOFromFile,"Use this function to create a new [SDL_IOStream](SDL_IOStream) structure for reading from and/or writing to a named file.
",https://wiki.libsdl.org/SDL3/SDL_IOFromFile
SDL_IOFromMem,"Use this function to prepare a read-write memory buffer for use with [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_IOFromMem
SDL_IO_STATUS_READY,Everything is ready (no errors and not EOF).,https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IO_STATUS_ERROR,Read or write I/O error,https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IO_STATUS_EOF,End of file,https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IO_STATUS_NOT_READY,"Non blocking I/O, not ready",https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IO_STATUS_READONLY,Tried to write a read-only buffer,https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IO_STATUS_WRITEONLY,Tried to read a write-only buffer,https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IOStatus,"[SDL_IOStream](SDL_IOStream) status, set by a read or write operation.
",https://wiki.libsdl.org/SDL3/SDL_IOStatus
SDL_IOStream,"The read/write operation structure.
",https://wiki.libsdl.org/SDL3/SDL_IOStream
SDL_IOStreamInterface,"The function pointers that drive an [SDL_IOStream](SDL_IOStream).
",https://wiki.libsdl.org/SDL3/SDL_IOStreamInterface
SDL_IO_SEEK_SET,Seek from the beginning of data,https://wiki.libsdl.org/SDL3/SDL_IOWhence
SDL_IO_SEEK_CUR,Seek relative to current read point,https://wiki.libsdl.org/SDL3/SDL_IOWhence
SDL_IO_SEEK_END,Seek relative to the end of data,https://wiki.libsdl.org/SDL3/SDL_IOWhence
SDL_IOWhence,"Possible `whence` values for [SDL_IOStream](SDL_IOStream) seeking.
",https://wiki.libsdl.org/SDL3/SDL_IOWhence
SDL_IOprintf,"Print to an [SDL_IOStream](SDL_IOStream) data stream.
",https://wiki.libsdl.org/SDL3/SDL_IOprintf
SDL_IOvprintf,"Print to an [SDL_IOStream](SDL_IOStream) data stream.
",https://wiki.libsdl.org/SDL3/SDL_IOvprintf
SDL_ISCOLORSPACE_FULL_RANGE,"A macro to determine if an [SDL_Colorspace](SDL_Colorspace) has a full range.
",https://wiki.libsdl.org/SDL3/SDL_ISCOLORSPACE_FULL_RANGE
SDL_ISCOLORSPACE_LIMITED_RANGE,"A macro to determine if an [SDL_Colorspace](SDL_Colorspace) has a limited range.
",https://wiki.libsdl.org/SDL3/SDL_ISCOLORSPACE_LIMITED_RANGE
SDL_ISCOLORSPACE_MATRIX_BT2020_NCL,"A macro to determine if an [SDL_Colorspace](SDL_Colorspace) uses BT2020_NCL matrix coefficients.
",https://wiki.libsdl.org/SDL3/SDL_ISCOLORSPACE_MATRIX_BT2020_NCL
SDL_ISCOLORSPACE_MATRIX_BT601,"A macro to determine if an [SDL_Colorspace](SDL_Colorspace) uses BT601 (or BT470BG) matrix coefficients.
",https://wiki.libsdl.org/SDL3/SDL_ISCOLORSPACE_MATRIX_BT601
SDL_ISCOLORSPACE_MATRIX_BT709,"A macro to determine if an [SDL_Colorspace](SDL_Colorspace) uses BT709 matrix coefficients.
",https://wiki.libsdl.org/SDL3/SDL_ISCOLORSPACE_MATRIX_BT709
SDL_ISPIXELFORMAT_10BIT,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) is a 10-bit format.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_10BIT
SDL_ISPIXELFORMAT_ALPHA,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) has an alpha channel.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_ALPHA
SDL_ISPIXELFORMAT_ARRAY,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) is an array format.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_ARRAY
SDL_ISPIXELFORMAT_FLOAT,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) is a floating point format.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_FLOAT
SDL_ISPIXELFORMAT_FOURCC,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) is a ""FourCC"" format.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_FOURCC
SDL_ISPIXELFORMAT_INDEXED,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) is an indexed format.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_INDEXED
SDL_ISPIXELFORMAT_PACKED,"A macro to determine if an [SDL_PixelFormat](SDL_PixelFormat) is a packed format.
",https://wiki.libsdl.org/SDL3/SDL_ISPIXELFORMAT_PACKED
SDL_Init,"Initialize the SDL library.
",https://wiki.libsdl.org/SDL3/SDL_Init
SDL_InitFlags,"Initialization flags for [SDL_Init](SDL_Init) and/or [SDL_InitSubSystem](SDL_InitSubSystem)
",https://wiki.libsdl.org/SDL3/SDL_InitFlags
SDL_InitHapticRumble,"Initialize a haptic device for simple rumble playback.
",https://wiki.libsdl.org/SDL3/SDL_InitHapticRumble
SDL_InitState,"A structure used for thread-safe initialization and shutdown.
",https://wiki.libsdl.org/SDL3/SDL_InitState
SDL_InitStatus,"The current status of an [SDL_InitState](SDL_InitState) structure.
",https://wiki.libsdl.org/SDL3/SDL_InitStatus
SDL_InitSubSystem,"Compatibility function to initialize the SDL library.
",https://wiki.libsdl.org/SDL3/SDL_InitSubSystem
SDL_InsertGPUDebugLabel,"Inserts an arbitrary string label into the command buffer callstream.
",https://wiki.libsdl.org/SDL3/SDL_InsertGPUDebugLabel
SDL_InsertTrayEntryAt,"Insert a tray entry at a given position.
",https://wiki.libsdl.org/SDL3/SDL_InsertTrayEntryAt
SDL_InvalidParamError,"A macro to standardize error reporting on unsupported operations.
",https://wiki.libsdl.org/SDL3/SDL_InvalidParamError
SDL_IsAudioDevicePhysical,"Determine if an audio device is physical (instead of logical).
",https://wiki.libsdl.org/SDL3/SDL_IsAudioDevicePhysical
SDL_IsAudioDevicePlayback,"Determine if an audio device is a playback device (instead of recording).
",https://wiki.libsdl.org/SDL3/SDL_IsAudioDevicePlayback
SDL_IsChromebook,"Query if the application is running on a Chromebook.
",https://wiki.libsdl.org/SDL3/SDL_IsChromebook
SDL_IsDeXMode,"Query if the application is running on a Samsung DeX docking station.
",https://wiki.libsdl.org/SDL3/SDL_IsDeXMode
SDL_IsGamepad,"Check if the given joystick is supported by the gamepad interface.
",https://wiki.libsdl.org/SDL3/SDL_IsGamepad
SDL_IsJoystickHaptic,"Query if a joystick has haptic features.
",https://wiki.libsdl.org/SDL3/SDL_IsJoystickHaptic
SDL_IsJoystickVirtual,"Query whether or not a joystick is virtual.
",https://wiki.libsdl.org/SDL3/SDL_IsJoystickVirtual
SDL_IsMainThread,"Return whether this is the main thread.
",https://wiki.libsdl.org/SDL3/SDL_IsMainThread
SDL_IsMouseHaptic,"Query whether or not the current mouse has haptic capabilities.
",https://wiki.libsdl.org/SDL3/SDL_IsMouseHaptic
SDL_IsTV,"Query if the current device is a TV.
",https://wiki.libsdl.org/SDL3/SDL_IsTV
SDL_IsTablet,"Query if the current device is a tablet.
",https://wiki.libsdl.org/SDL3/SDL_IsTablet
SDL_JOYSTICK_AXIS_MAX,"The largest value an [SDL_Joystick](SDL_Joystick)'s axis can report.
",https://wiki.libsdl.org/SDL3/SDL_JOYSTICK_AXIS_MAX
SDL_JOYSTICK_AXIS_MIN,"The smallest value an [SDL_Joystick](SDL_Joystick)'s axis can report.
",https://wiki.libsdl.org/SDL3/SDL_JOYSTICK_AXIS_MIN
SDL_JoyAxisEvent.0,SDL_EVENT_JOYSTICK_AXIS_MOTION,https://wiki.libsdl.org/SDL3/SDL_JoyAxisEvent
SDL_JoyAxisEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_JoyAxisEvent
SDL_JoyAxisEvent.3,The joystick instance id,https://wiki.libsdl.org/SDL3/SDL_JoyAxisEvent
SDL_JoyAxisEvent.4,The joystick axis index,https://wiki.libsdl.org/SDL3/SDL_JoyAxisEvent
SDL_JoyAxisEvent.8,The axis value (range: -32768 to 32767),https://wiki.libsdl.org/SDL3/SDL_JoyAxisEvent
SDL_JoyAxisEvent,"Joystick axis motion event structure (event.jaxis.*)
",https://wiki.libsdl.org/SDL3/SDL_JoyAxisEvent
SDL_JoyBallEvent.0,SDL_EVENT_JOYSTICK_BALL_MOTION,https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBallEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBallEvent.3,The joystick instance id,https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBallEvent.4,The joystick trackball index,https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBallEvent.8,The relative motion in the X direction,https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBallEvent.9,The relative motion in the Y direction,https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBallEvent,"Joystick trackball motion event structure (event.jball.*)
",https://wiki.libsdl.org/SDL3/SDL_JoyBallEvent
SDL_JoyBatteryEvent.0,SDL_EVENT_JOYSTICK_BATTERY_UPDATED,https://wiki.libsdl.org/SDL3/SDL_JoyBatteryEvent
SDL_JoyBatteryEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_JoyBatteryEvent
SDL_JoyBatteryEvent.3,The joystick instance id,https://wiki.libsdl.org/SDL3/SDL_JoyBatteryEvent
SDL_JoyBatteryEvent.4,The joystick battery state,https://wiki.libsdl.org/SDL3/SDL_JoyBatteryEvent
SDL_JoyBatteryEvent.5,The joystick battery percent charge remaining,https://wiki.libsdl.org/SDL3/SDL_JoyBatteryEvent
SDL_JoyBatteryEvent,"Joystick battery level change event structure (event.jbattery.*)
",https://wiki.libsdl.org/SDL3/SDL_JoyBatteryEvent
SDL_JoyButtonEvent.0,SDL_EVENT_JOYSTICK_BUTTON_DOWN or SDL_EVENT_JOYSTICK_BUTTON_UP,https://wiki.libsdl.org/SDL3/SDL_JoyButtonEvent
SDL_JoyButtonEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_JoyButtonEvent
SDL_JoyButtonEvent.3,The joystick instance id,https://wiki.libsdl.org/SDL3/SDL_JoyButtonEvent
SDL_JoyButtonEvent.4,The joystick button index,https://wiki.libsdl.org/SDL3/SDL_JoyButtonEvent
SDL_JoyButtonEvent.5,true if the button is pressed,https://wiki.libsdl.org/SDL3/SDL_JoyButtonEvent
SDL_JoyButtonEvent,"Joystick button event structure (event.jbutton.*)
",https://wiki.libsdl.org/SDL3/SDL_JoyButtonEvent
SDL_JoyDeviceEvent.0,SDL_EVENT_JOYSTICK_ADDED or SDL_EVENT_JOYSTICK_REMOVED or SDL_EVENT_JOYSTICK_UPDATE_COMPLETE,https://wiki.libsdl.org/SDL3/SDL_JoyDeviceEvent
SDL_JoyDeviceEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_JoyDeviceEvent
SDL_JoyDeviceEvent.3,The joystick instance id,https://wiki.libsdl.org/SDL3/SDL_JoyDeviceEvent
SDL_JoyDeviceEvent,"Joystick device event structure (event.jdevice.*)
",https://wiki.libsdl.org/SDL3/SDL_JoyDeviceEvent
SDL_JoyHatEvent.0,SDL_EVENT_JOYSTICK_HAT_MOTION,https://wiki.libsdl.org/SDL3/SDL_JoyHatEvent
SDL_JoyHatEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_JoyHatEvent
SDL_JoyHatEvent.3,The joystick instance id,https://wiki.libsdl.org/SDL3/SDL_JoyHatEvent
SDL_JoyHatEvent.4,The joystick hat index,https://wiki.libsdl.org/SDL3/SDL_JoyHatEvent
SDL_JoyHatEvent.5,The hat position value. *   \sa SDL_HAT_LEFTUP SDL_HAT_UP SDL_HAT_RIGHTUP *   \sa SDL_HAT_LEFT SDL_HAT_CENTERED SDL_HAT_RIGHT *   \sa SDL_HAT_LEFTDOWN SDL_HAT_DOWN SDL_HAT_RIGHTDOWN * *   Note that zero means the POV is centered.,https://wiki.libsdl.org/SDL3/SDL_JoyHatEvent
SDL_JoyHatEvent,"Joystick hat position change event structure (event.jhat.*)
",https://wiki.libsdl.org/SDL3/SDL_JoyHatEvent
SDL_Joystick,"The joystick structure used to identify an SDL joystick.
",https://wiki.libsdl.org/SDL3/SDL_Joystick
SDL_JoystickConnected,"Get the status of a specified joystick.
",https://wiki.libsdl.org/SDL3/SDL_JoystickConnected
SDL_JoystickConnectionState,"Possible connection states for a joystick device.
",https://wiki.libsdl.org/SDL3/SDL_JoystickConnectionState
SDL_JoystickEventsEnabled,"Query the state of joystick event processing.
",https://wiki.libsdl.org/SDL3/SDL_JoystickEventsEnabled
SDL_JoystickID,"This is a unique ID for a joystick for the time it is connected to the system, and is never reused for the lifetime of the application.
",https://wiki.libsdl.org/SDL3/SDL_JoystickID
SDL_JoystickType,"An enum of some common joystick types.
",https://wiki.libsdl.org/SDL3/SDL_JoystickType
SDL_KeyboardDeviceEvent.0,SDL_EVENT_KEYBOARD_ADDED or SDL_EVENT_KEYBOARD_REMOVED,https://wiki.libsdl.org/SDL3/SDL_KeyboardDeviceEvent
SDL_KeyboardDeviceEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_KeyboardDeviceEvent
SDL_KeyboardDeviceEvent.3,The keyboard instance id,https://wiki.libsdl.org/SDL3/SDL_KeyboardDeviceEvent
SDL_KeyboardDeviceEvent,"Keyboard device event structure (event.kdevice.*)
",https://wiki.libsdl.org/SDL3/SDL_KeyboardDeviceEvent
SDL_KeyboardEvent.0,SDL_EVENT_KEY_DOWN or SDL_EVENT_KEY_UP,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.3,"The window with keyboard focus, if any",https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.4,"The keyboard instance id, or 0 if unknown or virtual",https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.5,SDL physical key code,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.6,SDL virtual key code,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.7,current key modifiers,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.8,The platform dependent scancode for this event,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.9,true if the key is pressed,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent.10,true if this is a key repeat,https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardEvent,"Keyboard button event structure (event.key.*)
",https://wiki.libsdl.org/SDL3/SDL_KeyboardEvent
SDL_KeyboardID,"This is a unique ID for a keyboard for the time it is connected to the system, and is never reused for the lifetime of the application.
",https://wiki.libsdl.org/SDL3/SDL_KeyboardID
SDL_Keycode,"The SDL virtual key representation.
",https://wiki.libsdl.org/SDL3/SDL_Keycode
SDL_Keymod,"Valid key modifiers (possibly OR'd together).
",https://wiki.libsdl.org/SDL3/SDL_Keymod
SDL_KillProcess,"Stop a process.
",https://wiki.libsdl.org/SDL3/SDL_KillProcess
SDL_LASX_INTRINSICS,"Defined if (and only if) the compiler supports Loongarch LSX intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_LASX_INTRINSICS
SDL_LIL_ENDIAN,"A value to represent littleendian byteorder.
",https://wiki.libsdl.org/SDL3/SDL_LIL_ENDIAN
SDL_LINE,"A macro that reports the current line number of the file being compiled.
",https://wiki.libsdl.org/SDL3/SDL_LINE
SDL_LSX_INTRINSICS,"Defined if (and only if) the compiler supports Loongarch LSX intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_LSX_INTRINSICS
SDL_LoadBMP,"Load a BMP image from a file.
",https://wiki.libsdl.org/SDL3/SDL_LoadBMP
SDL_LoadBMP_IO,"Load a BMP image from a seekable SDL data stream.
",https://wiki.libsdl.org/SDL3/SDL_LoadBMP_IO
SDL_LoadFile,"Load all the data from a file path.
",https://wiki.libsdl.org/SDL3/SDL_LoadFile
SDL_LoadFileAsync,"Load all the data from a file path, asynchronously.
",https://wiki.libsdl.org/SDL3/SDL_LoadFileAsync
SDL_LoadFile_IO,"Load all the data from an SDL data stream.
",https://wiki.libsdl.org/SDL3/SDL_LoadFile_IO
SDL_LoadFunction,"Look up the address of the named function in a shared object.
",https://wiki.libsdl.org/SDL3/SDL_LoadFunction
SDL_LoadObject,"Dynamically load a shared object.
",https://wiki.libsdl.org/SDL3/SDL_LoadObject
SDL_LoadPNG,"Load a PNG image from a file.
",https://wiki.libsdl.org/SDL3/SDL_LoadPNG
SDL_LoadPNG_IO,"Load a PNG image from a seekable SDL data stream.
",https://wiki.libsdl.org/SDL3/SDL_LoadPNG_IO
SDL_LoadSurface,"Load a BMP or PNG image from a file.
",https://wiki.libsdl.org/SDL3/SDL_LoadSurface
SDL_LoadSurface_IO,"Load a BMP or PNG image from a seekable SDL data stream.
",https://wiki.libsdl.org/SDL3/SDL_LoadSurface_IO
SDL_LoadWAV,"Loads a WAV from a file path.
",https://wiki.libsdl.org/SDL3/SDL_LoadWAV
SDL_LoadWAV_IO,"Load the audio data of a WAVE file into memory.
",https://wiki.libsdl.org/SDL3/SDL_LoadWAV_IO
SDL_Locale.0,"A language name, like ""en"" for English.",https://wiki.libsdl.org/SDL3/SDL_Locale
SDL_Locale.1,"A country, like ""US"" for America. Can be NULL.",https://wiki.libsdl.org/SDL3/SDL_Locale
SDL_Locale,"A struct to provide locale data.
",https://wiki.libsdl.org/SDL3/SDL_Locale
SDL_LockAudioStream,"Lock an audio stream for serialized access.
",https://wiki.libsdl.org/SDL3/SDL_LockAudioStream
SDL_LockJoysticks,"Locking for atomic access to the joystick API.
",https://wiki.libsdl.org/SDL3/SDL_LockJoysticks
SDL_LockMutex,"Lock the mutex.
",https://wiki.libsdl.org/SDL3/SDL_LockMutex
SDL_LockProperties,"Lock a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_LockProperties
SDL_LockRWLockForReading,"Lock the read/write lock for _read only_ operations.
",https://wiki.libsdl.org/SDL3/SDL_LockRWLockForReading
SDL_LockRWLockForWriting,"Lock the read/write lock for _write_ operations.
",https://wiki.libsdl.org/SDL3/SDL_LockRWLockForWriting
SDL_LockSpinlock,"Lock a spin lock by setting it to a non-zero value.
",https://wiki.libsdl.org/SDL3/SDL_LockSpinlock
SDL_LockSurface,"Set up a surface for directly accessing the pixels.
",https://wiki.libsdl.org/SDL3/SDL_LockSurface
SDL_LockTexture,"Lock a portion of the texture for **write-only** pixel access.
",https://wiki.libsdl.org/SDL3/SDL_LockTexture
SDL_LockTextureToSurface,"Lock a portion of the texture for **write-only** pixel access, and expose it as a SDL surface.
",https://wiki.libsdl.org/SDL3/SDL_LockTextureToSurface
SDL_Log,"Log a message with [SDL_LOG_CATEGORY_APPLICATION](SDL_LOG_CATEGORY_APPLICATION) and [SDL_LOG_PRIORITY_INFO](SDL_LOG_PRIORITY_INFO).
",https://wiki.libsdl.org/SDL3/SDL_Log
SDL_LogCategory,"The predefined log categories
",https://wiki.libsdl.org/SDL3/SDL_LogCategory
SDL_LogCritical,"Log a message with [SDL_LOG_PRIORITY_CRITICAL](SDL_LOG_PRIORITY_CRITICAL).
",https://wiki.libsdl.org/SDL3/SDL_LogCritical
SDL_LogDebug,"Log a message with [SDL_LOG_PRIORITY_DEBUG](SDL_LOG_PRIORITY_DEBUG).
",https://wiki.libsdl.org/SDL3/SDL_LogDebug
SDL_LogError,"Log a message with [SDL_LOG_PRIORITY_ERROR](SDL_LOG_PRIORITY_ERROR).
",https://wiki.libsdl.org/SDL3/SDL_LogError
SDL_LogInfo,"Log a message with [SDL_LOG_PRIORITY_INFO](SDL_LOG_PRIORITY_INFO).
",https://wiki.libsdl.org/SDL3/SDL_LogInfo
SDL_LogMessage,"Log a message with the specified category and priority.
",https://wiki.libsdl.org/SDL3/SDL_LogMessage
SDL_LogMessageV,"Log a message with the specified category and priority.
",https://wiki.libsdl.org/SDL3/SDL_LogMessageV
SDL_LogOutputFunction,"The prototype for the log output callback function.
",https://wiki.libsdl.org/SDL3/SDL_LogOutputFunction
SDL_LogPriority,"The predefined log priorities
",https://wiki.libsdl.org/SDL3/SDL_LogPriority
SDL_LogTrace,"Log a message with [SDL_LOG_PRIORITY_TRACE](SDL_LOG_PRIORITY_TRACE).
",https://wiki.libsdl.org/SDL3/SDL_LogTrace
SDL_LogVerbose,"Log a message with [SDL_LOG_PRIORITY_VERBOSE](SDL_LOG_PRIORITY_VERBOSE).
",https://wiki.libsdl.org/SDL3/SDL_LogVerbose
SDL_LogWarn,"Log a message with [SDL_LOG_PRIORITY_WARN](SDL_LOG_PRIORITY_WARN).
",https://wiki.libsdl.org/SDL3/SDL_LogWarn
SDL_MAIN_AVAILABLE,"Defined if the target platform offers a special mainline through SDL.
",https://wiki.libsdl.org/SDL3/SDL_MAIN_AVAILABLE
SDL_MAIN_HANDLED,"Inform SDL that the app is providing an entry point instead of SDL.
",https://wiki.libsdl.org/SDL3/SDL_MAIN_HANDLED
SDL_MAIN_NEEDED,"Defined if the target platform _requires_ a special mainline through SDL.
",https://wiki.libsdl.org/SDL3/SDL_MAIN_NEEDED
SDL_MAIN_USE_CALLBACKS,"Inform SDL to use the main callbacks instead of main.
",https://wiki.libsdl.org/SDL3/SDL_MAIN_USE_CALLBACKS
SDL_MAJOR_VERSION,"The current major version of SDL headers.
",https://wiki.libsdl.org/SDL3/SDL_MAJOR_VERSION
SDL_MALLOC,"A macro to tag a function as an allocator.
",https://wiki.libsdl.org/SDL3/SDL_MALLOC
SDL_MICRO_VERSION,"The current micro (or patchlevel) version of the SDL headers.
",https://wiki.libsdl.org/SDL3/SDL_MICRO_VERSION
SDL_MINOR_VERSION,"The current minor version of the SDL headers.
",https://wiki.libsdl.org/SDL3/SDL_MINOR_VERSION
SDL_MMX_INTRINSICS,"Defined if (and only if) the compiler supports Intel MMX intrinsics.
",https://wiki.libsdl.org/SDL3/SDL_MMX_INTRINSICS
SDL_MOUSE_TOUCHID,"The [SDL_TouchID](SDL_TouchID) for touch events simulated with mouse input.
",https://wiki.libsdl.org/SDL3/SDL_MOUSE_TOUCHID
SDL_MS_PER_SECOND,"Number of milliseconds in a second.
",https://wiki.libsdl.org/SDL3/SDL_MS_PER_SECOND
SDL_MS_TO_NS,"Convert milliseconds to nanoseconds.
",https://wiki.libsdl.org/SDL3/SDL_MS_TO_NS
SDL_MUSTLOCK,"Evaluates to true if the surface needs to be locked before access.
",https://wiki.libsdl.org/SDL3/SDL_MUSTLOCK
SDL_MainThreadCallback,"Callback run on the main thread.
",https://wiki.libsdl.org/SDL3/SDL_MainThreadCallback
SDL_MapGPUTransferBuffer,"Maps a transfer buffer into application address space.
",https://wiki.libsdl.org/SDL3/SDL_MapGPUTransferBuffer
SDL_MapRGB,"Map an RGB triple to an opaque pixel value for a given pixel format.
",https://wiki.libsdl.org/SDL3/SDL_MapRGB
SDL_MapRGBA,"Map an RGBA quadruple to a pixel value for a given pixel format.
",https://wiki.libsdl.org/SDL3/SDL_MapRGBA
SDL_MapSurfaceRGB,"Map an RGB triple to an opaque pixel value for a surface.
",https://wiki.libsdl.org/SDL3/SDL_MapSurfaceRGB
SDL_MapSurfaceRGBA,"Map an RGBA quadruple to a pixel value for a surface.
",https://wiki.libsdl.org/SDL3/SDL_MapSurfaceRGBA
SDL_MATRIX_COEFFICIENTS_BT709,ITU-R BT.709-6,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_FCC,US FCC Title 47,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_BT470BG,"ITU-R BT.470-6 System B, G / ITU-R BT.601-7 625, functionally the same as SDL_MATRIX_COEFFICIENTS_BT601",https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_BT601,ITU-R BT.601-7 525,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_SMPTE240,SMPTE 240M,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_BT2020_NCL,ITU-R BT.2020-2 non-constant luminance,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_BT2020_CL,ITU-R BT.2020-2 constant luminance,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_SMPTE2085,SMPTE ST 2085,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MATRIX_COEFFICIENTS_ICTCP,ITU-R BT.2100-0 ICTCP,https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
SDL_MatrixCoefficients,"Colorspace matrix coefficients.
",https://wiki.libsdl.org/SDL3/SDL_MatrixCoefficients
